Дата публикации;Статус;ФЗ;Проект;Способ закупки;URL;Организатор;ИНН;Менеджер компании;СМП;Название;Комментарий;ПО, Бренд;ПО, шт;Терминал, Бренд;БТ, шт;Видео, бренд;Видео, шт;ДУТ, Бренд;ДУТ, шт;Регион;Сделок в АМО;Участники;Победитель
19 июня 2025 г.;Отказ ДП;ГК;ВА;Редукцион;https://www.nornickel.ru/suppliers/tenders/local/;АО «Кольская ГМК»;5191431170;Тимофеев Д.;Нет;20047069/1: ПредоставлениеДоступаИС: Услуги технического обслуживания системы видеоаналитики в соответствии со спецификацией №23-УИТ;до 31.12.2025 плюс диспетчеризация. Запрос на продление. Договор не согласован. Риски по лицензии не убраны. Или убираем приложение 5 или риски должны быть приняты гендиром, не пошли;Скай;27;;;;;;;Мурманская область;5;;
19 июня 2025 г.;Отменено;ГК;ВА;Запрос котировок;https://www.tektorg.ru/market/procedures/14118964;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОТРАДНЕНСКИЙ ГАЗОПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""";6340005960;Пашина Е.;Нет;Оказание услуг по оснащению системой мониторинга водителей транспортных средств;Отменено Заказччиком;Общие требования;15;;;Общие требования;15;;;Самарская область;2;;
20 июня 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18449373;"МУП ""ПЕРМГОРЭЛЕКТРОТРАНС""";5906006610;Буймистр Н.;Да;Услуги по предоставлению права на использование программного обеспечения «Автоматизированная система навигационного контроля и управления транспортом «МАЯК-СН» и его обслуживание (модернизация и обновление);"ПО Маяк-СН; количество тс не укаъзано";Другое;1;;;;;;;Пермский край;1;;
20 июня 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18453923;"КГУП ""ПЭО""";2504000885;Буймистр Н.;Да;Оказание услуг мониторинга транспортных средств, принадлежащих предприятиям и организациям всех форм собственности, осуществляющих, по поручению КГУП «ПЭО», транспортирование ТКО на территории Приморского края;количество тс не указано;Общие требования;1;;;;;;;Приморский край;1;;
20 июня 2025 г.;Не участвуем;ГК;ВА;Прочее;https://www.tektorg.ru/rosnefttkp/procedures/14141557;"ООО ""РН-КРАСНОЯРСКНИПИНЕФТЬ""";2465214545;;Нет;Поставка и установка систем мониторинга состояния водителей (СМВ);плюс настрйка удаленного доступа к системе мониторинга;Общие требования;4;;;Общие требования;4;;;Красноярский край;;нет информации;нет информации
20 июня 2025 г.;Не участвуем;ГК;ВА;Прочее;https://www.tektorg.ru/rosnefttkp/procedures/14179036;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";8604035473;Продажи SKAI;Нет;Система мониторинга поведения водителей;установка и сервис. Типовое ТЗ Роснефти;Общие требования;1100;;;Общие требования;1100;;;Ханты-Мансийский Автономный округ - Югра АО;2;нет информации;нет информации
20 июня 2025 г.;Не участвуем;ГК;ВМ/ТБ;Запрос предложений;https://www.b2b-center.ru/app/market/uslugi-po-ustanovke-oborudovaniia-sistemy-videomonitoringa-s/tender-4081021/;"ООО ГК ""СЛАДКАЯ ЖИЗНЬ""";5260487561;;Нет;Услуги по установке оборудования системы видеомониторинга с функциями ADAS/DSM/BSD;61 ед. мониторов, камер DSM и ADAS заднего/бокового вида на фургон;;;;;Другое;61;;;Нижегородская область;;;
20 июня 2025 г.;Не участвуем;ГК;СМТ;Мониторинг цен;https://www.fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=869388;"Центральный филиал АО ""Атомспецтранс""";7717609102;Миронов М.;Нет;Оказание услуг по установке на транспортные средства оборудования ГЛОНАСС-мониторинга, мониторингу транспортных средств и других сопутствующих услуг для нужд Управления автомобильного транспорта в г. Новосибирске Центрального филиала АО «Атомспецтранс».;;Общие требования;52;Навтелеком;12;;;;;Московская область;16;;
20 июня 2025 г.;Не участвуем;СНГ;СМТ;Запрос предложений;https://www.ets-tender.kz/market/view.html?id=2070975;"ТОО ""TRANCO INDUSTRIAL RAILWAYS TRANSPORTATION""";201240007068;;Нет;ДУТ Эскорт TD-150Электросчетчик СКВТ-Ф610Бортовой терминал Galileosky 7xБортовой терминал Ruptela FM Eco4Преобразователь постоянного тока 36/48/60/72/96В до 128ВПровод 2,5*3000Шунт амперметра 75ШС-750-0,5ЭлектрошкафКабель соеденительный 6pin;плюс другое оборудование: преобразователи, провод, шунт, электрошкаф, кабель содеинительный, электросчетчик;;;Галилео;28;;;Эскорт;156;Республика Казахстан;;;
20 июня 2025 г.;Не участвуем;СНГ;СМТ;Запрос предложений;https://www.ets-tender.kz/market/view.html?id=2071020;"ТОО ""TRANCO INDUSTRIAL RAILWAYS TRANSPORTATION""";201240007068;;Нет;Услуги по установке системы спутникового мониторинга на локомотивы согласно ТЗ (под ключ);"Плюс 14 Ruptela; 3 ТЗ";Общие требования;64;Галилео;28;;;Эскорт;156;Республика Казахстан;;;
